,ms name,language,date,contents
1931,SMMJ 00249,Garshuni,"1,565 CE","['fol. 1r-14v On Elijah and Elisha', 'fol. 14v-23v On Elijah the prophet', 'fol. 23v-88r Story of Victor of Alexandria and his mother Martha', 'fol. 88r-96r Story of Mark of Jabal Tarmaq', 'fol. 96v-102r Isaac of Nineveh, Praise to Mary', 'fol. 102v-113v Story of George the Martyr', 'fol. 113v-118v Ephrem of Nisibis, Homily on youth and age', 'fol. 119r-126v Story of Jacob', 'fol. 127r-138r Story of Stephen the first Martyr', 'fol. 138r-147v Story of Matthew and Andrew', ""fol. 148r-150v Ephrem of Nisibis, Homily on the disciples's question to the Lord about his Second Coming"", 'fol. 151r-168v John Chrysostom, Homily on the Ten Commandments']"
1932,SMMJ 00250,Garshuni,"1,352 CE","['fol. 1r-28r Apocalypse of Paul', 'fol. 29v-58v Gregory of Nyssa, Vision of Saint Gregory', 'fol. 59r-75r Book of radiance. Selections', 'fol. 75v-79v Confession of faith', ""fol. 80v-142r\xa0Sāwīrus ibn al-Muqaffa', Book of the councils"", 'fol. 142v-193r Story of Joseph, son of Jacob', ""fol. 193v-252v John bar Ma'dani, Homilies for the feasts""]"
1933,SMMJ 00252,"Garshuni, Syriac","1,621 CE","['fol. 2r-49r\xa0Ḥusōyō prayers (Garshuni)', 'fol. 49v-79v\xa0Dionysius bar Ṣalibi, Canons (Garshuni)', 'fol. 80r-85r Feasts of the church year (Syriac)', 'fol. 85r-87v Jacob of Sarug, Selections from homilies\xa0(Syriac)', 'fol. 87v-88r Ephrem of Nisibis, Selections from homilies\xa0(Syriac)', 'fol. 88v-94v Anaphora of Xystus\xa0(Syriac)', 'fol. 95r-103v Unidentified liturgical text (Garshuni)']"
1934,SMMJ 00255,"Garshuni, Syriac","1,900 CE","['pages 1-163 Hymns (Garshuni, Syriac)']"
1935,SMMJ 00267,"Arabic, Garshuni","1,600 CE","['fol. 1r-242v Pentateuch wtih commentary (Arabic, Garshuni)']"
1936,SMMJ 00268,"Arabic, Garshuni","1,900 CE","['fol. 1r-365r Daniel of\xa0Salaḥ, Commentary on the Psalms']"
1937,SMMJ 00277,"Arabic, Garshuni, Coptic, Ge'ez, Hebrew, Italian, Syriac","1,900 CE","[""fol. 3r\xa0Dionysius bar Ṣalibi, On the soul's departure from the body (Syriac)"", 'fol. 3v-4r Lexical miscellanea (Garshuni, Syriac)', 'fol. 10r-49v Glossary of Italian, Arabic, Syriac and Hebrew (Arabic, Hebrew, Italian, Syriac)\nArmenian alphabet with the letter names in Garshuni on fol. 12v-13r', 'Armenian alphabet with the letter names in Garshuni on fol. 12v-13r', ""fol. 50r Ge'ez syllabary transliterated in Syriac (Ge'ez, Syriac)"", 'fol. 51r-56v Arabic lexicon (Arabic)', 'fol. 57v Coptic alphabet with the letter names in Arabic (Arabic, Coptic)', 'fol. 58r Chant (Syriac)']"
1938,SMMJ 00278,Syriac,"1,900 CE","['fol. 4v-211v Beth gazō (Syriac Rite, Western)']"
1939,SMMJ 00279,Syriac,"1,600 CE","['fol. 1v-130v Lectionary\nTitle NS: ܟܬܒܐ ܕܩܪ̈ܝܢܐ ܕܐܘܪܝܬܐ ܡܫܒܚܬܐ ܘܕܢܒ̈ܝܐ ܩܕ̈ܝܫܐ ܘܕܦܪܟܣܝܣ ܘܕܫܚܠܝܚܐ ܐܠܗܝܐ ܦܘܠܠܘܣ', 'Title NS: ܟܬܒܐ ܕܩܪ̈ܝܢܐ ܕܐܘܪܝܬܐ ܡܫܒܚܬܐ ܘܕܢܒ̈ܝܐ ܩܕ̈ܝܫܐ ܘܕܦܪܟܣܝܣ ܘܕܫܚܠܝܚܐ ܐܠܗܝܐ ܦܘܠܠܘܣ']"
1940,SMMJ 00281b,"Garshuni, Syriac","1,900 CE","['fol. 5v-202v Psalter (Syriac)', 'fol. 203r-204r Names of the seventy-two translators of the Septuagint (Syriac)', 'fol. 204r-209r Conclusion to the Psalter (Syriac)', ""fol. 201r-212v Gregory bar 'Ebrōyō, Ethicon. Selections (Garshuni)""]"
1941,SMMJ 00282,"Garshuni, Syriac","1,900 CE","['fol. 1v-75v\xa0Šḥīmō\xa0(Syriac Rite, Western)\nSyriac Rite, Western\nList of feast days and calendrical texts on fol. 64v-75v', 'Syriac Rite, Western', 'List of feast days and calendrical texts on fol. 64v-75v']"
1942,SMMJ 00284,Syriac,"1,889 CE","['Includes homilies by Ephrem of Nisibis, Bihnam Hadlōyō, Shemʿūn II Mafrian of Ṭur ʻAbdin, and Jacob of Serugh']"
1943,SMMJ 00288,"Garshuni, Syriac","1,859 CE","[""fol. 1r-51r\xa0'Abd al-Nūr of Arbo Metropolitan of Mar Malke, Journey to India in 1856 (Garshuni)"", 'fol. 52r-52v Story discovered in India on the early history of Christianity (Syriac)', 'fol. 53r-67r On the Fathers who went to Malabar (Garshuni)', 'fol. 67v-104r On the arrival of Thomas the Apostle to India (Syriac)', 'fol. 104r-104v Three anecdotes (Syriac)', ""fol. 105r-110r\xa0'Abdullāh II, Names of the Syriac Orthodox churches in Malabar (Syriac)"", ""fol. 110r-113v\xa0'Abdullāh II, Conclusion to the report on the trip to India (Garshuni)"", 'fol. 113v-120v Proclamation for Friday of the Crucifixion (Garshuni)', ""fol. 121r-152r Isho' Arbōyō, Homily in praise of the pilgrimage to Jerusalem (Syriac)"", ""fol. 152r-161r Isho' Arbōyō, Homily on the pilgrimage to Bethlehem (Syriac)""]"
1944,SMMJ 00290,"Garshuni, Syriac","1,477 CE","['fol. 1r-90v Psalter (Syriac Rite, Western; Syriac)', 'fol. 91r-100r Prayers (Syriac)', 'fol. 100r-101v Ephrem of Nisibis, Homily on humility and love of learning\xa0(Syriac)', 'fol. 102r-198r Treatises and letters\xa0(Syriac)', 'fol. 198r-200r Monastic and ascetic selections\xa0(Syriac)', 'fol. 200v-209v Canons (Garshuni)', 'fol. 210r-210v Homily (Garshuni)', 'fol. 211r-220v Homily for Sunday (Garshuni)', 'fol. 221r-235v\xa0Dionysius bar Ṣalibi, Letter on the canons (Syriac)', 'fol. 235v-236v Questions and answers between a teacher and student (Syriac)', 'fol. 237r-243v John of Ephesus, Homily on repentance, death and the judgment (Garshuni)']"
1945,SMMJ 00291,Syriac,"1,435 CE","['fol. 1r-263v Beth gazō (Syriac Rite, Western)']"
1946,SMMJ 00292,Garshuni,"1,900 CE",['fol. 1v-413r Cause of all causes']
1947,SMMJ 00293,Garshuni,"1,800 CE","['fol. 3v-172r Simeon Stylite, Book fo Simeon the Stylite']"
1948,SMMJ 00294,Syriac,"1,734 CE","['Rites of ordination and consecration (Ṭekso; Syriac Rite, Western)']"
1949,SMMJ 00295,"Garshuni, Syriac","1,800 CE","['pages 2-269 Eudoxus of Melitene, Lexicon of obscure words (Garshuni, Syriac)', 'page 269 Egyptian months (Syriac)', 'pages 270-286 Notes on grammar and alphabets (Syriac)']"
1950,SMMJ 00296,Syriac,"1,883 CE","['fol. 4v-190r Psalter (Syriac Rite, Western)']"
1951,SMMJ 00297,Garshuni,"1,907 CE","[""pages 1-185 Shem'ūn II, Chariot of intellectual secrets""]"
1952,SMMJ 00298,Garshuni,"1,905 CE","[""pages 1-156 Shem'ūn II, Chariot of intellectual secrets""]"
1953,SMMJ 00321,"Greek, Syriac","1,861 CE","[""pages 1-202 Gregory bar 'Ebrōyō, Metrical grammar"", 'pages 213-226 Garshūn, the Stranger, Grammatical and philosophical terms', 'pages 226-232 Interpretation of Greek words in Syriac']"
1954,SMMJ 00323,Garshuni,"1,835 CE",['pages 1-206 Prayers for night and day']
1955,SMMJ 00326,Syriac,"1,914 CE",['pages 1-262 Guidebook for the reader']
1956,SMMJ 00327,"Arabic, Garshuni","1,898 CE","['fol. 1v-8v Theological text (Arabic)', 'fol. 13v-63v Story of the Virgin Mary (Garshuni)', 'fol. 64r-80v Timothy of Gargar, Homily on the Assumption of Mary (Garshuni)']"
1957,SMMJ 00328,Syriac,"1,916 CE","[""fol. 1v-9r Gregory bar 'Ebroyo, On perfection"", ""fol. 9r-13r Gregory\xa0bar 'Ebroyo, On divine wisdom"", ""fol. 13r-46v Gregory bar 'Ebroyo, Poems""]"
1958,SMMJ 00330,Syriac,"1,600 CE","['fol. 7r-282v\xa0Fenqīthō\xa0(Syriac Rite, Western)']"
1959,SMMJ 00332,Syriac,"1,863 CE","[""fol. 6v-106v Gregory bar 'Ebrōyō, Metrical grammar""]"
1960,SMMJ 00333,Garshuni,"1,900 CE",['fol. 2r-99v Syriac Grammar (Garshuni)']
1961,SMMJ 00334,Garshuni,"1,766 CE",['fol. 2v-111r Syriac grammar']
1962,SMMJ 00337,Garshuni,"1,887 CE","['fol. 4v-8r On studying homilies', 'fol. 8v-214v\xa0Isḥāq Jbayr of Mosul, Reasons for the removal of weariness']"
1963,SMMJ 00339,Syriac,"1,927 CE","['pages 66-246\xa0Anṭūn\xa0of Takrit, Rhetoric']"
1964,SMMJ 00341,Syriac,"1,900 CE","['Isḥōq ʿAzār, Patriarch of Antioch, Syriac grammar']"
1965,SMMJ 00342,Syriac,"1,891 CE","['fol. 4v-67v Timothy Isaac, Syriac grammar for beginners']"
1966,SMMJ 00343,Syriac,"1,919 CE","['pages 1-163 Timothy Isaac, Syriac grammar for beginners']"
1967,SMMJ 00344,Syriac,"1,916 CE","[""pages 1-203 Gregory bar 'Ebrōyō, Metrical grammar"", 'pages 207-223 Teaching on definitions']"
1968,SMMJ 00346,Syriac,"1,894 CE","['fol. 12r-56r Secure foundation', 'fol. 59r Names of the bishops and patriarchs of Antioch', 'fol. 60r-60v Prayer over a woman that has given birth', 'fol. 61r Petition of Mār Ephrem', 'fol. 65r-67v Iwannīs of Birtha, Homily', ""fol. 68r-70v\xa0Denḥā I, Response to the letter of Gregory bar 'Ebrōyō"", 'fol. 74r-74v Jacob of Sarug, Homily on the hour of death of the good and evil', 'fol. 74v-75v Ephrem of Nisibis, homily', 'fol. 75v-76v Homily in the meter of Mar Ephrem', 'fol. 76v Ephrem of Nisibis, Soghitha on himself', 'fol. 77r-77v On the death of Patriarch Peter', 'fol. 78r-78v Homily in praise of Patriarch Peter', 'fol. 79r-79v Homily on the death of Patriarch Peter']"
1969,SMMJ 00347,Syriac,"1,908 CE","[""fol. 2v-188r Shem'un II, Book of theology""]"
1970,SMMJ 00348,"Garshuni, Syriac","1,536 CE",['pages 2-120 Book of the candle']
1971,SMMJ 00356,"Garshuni, Syriac","1,915 CE","['fol. 8r-153r Eudoxus of Melitene, Lexicon of obscure words (Garshuni, Syriac)', 'fol. 153r-162v On words that interchange (Syriac)', 'fol. 162v Coptic months\xa0(Syriac)', 'fol. 162v-163v Grammatical notes\xa0(Syriac)', 'fol. 163v-165r David bar Paulos, On letters that interchange\xa0(Syriac)', 'fol. 165r-166r On preserving the correctness of Syriac\xa0(Syriac)', 'fol. 166r-166v Poem']"
1972,SMMJ 00373,"Garshuni, Syriac","1,600 CE","['Anaphora (Syriac Rite, Western) [Date range: 16th-20th century]']"
1973,SMMJ 00390,Garshuni,"1,914 CE","['fol. 6r-125r, 168r-435r Homilies', ""fol. 1225r-168r Shem'ūn II, Commentary on the Lord's Prayer"", 'fol. 435r-437r On Simon of Cyrene', 'fol. 437r-441r Stories about solitary monks']"
1974,SMMJ 00391,Syriac,"1,923 CE","[""pages 1-983 Gregory bar 'Ebrōyō, Lamp of the sanctuary""]"
1975,SMMJ 00392,Garshuni,"1,500 CE",['fol. 4v-154v Commentary on the Gospels']
1976,SMMJ 00399,Syriac,"1,923 CE","['fol. 2r-19r Hymns, petitions and prayers']"
1977,SMMJ 00400,Syriac,"1,923 CE",['fol. 2r-18v Weekly prayers']
1978,SMMJ 00401,Syriac,"1,852 CE",['fol. 2v-26r Weekly prayers']
1979,SMMJ 00402,Syriac,"1,852 CE",['pages 1-45 Weekly prayers']
1980,SMMJ 00403,Syriac,"1,906 CE",['pages 1-216 Guidebook for the reader']
1981,SMMJ 00404,Syriac,"1,906 CE",['pages 1-209 Guidebook for the reader']
1982,SMMJ 00423,Syriac,"1,549 CE",['fol. 1r-217r Fenqīthō']
1983,SMMJ 00424,Syriac,"1,549 CE",['fol. 1v-218v Fenqīthō']
1984,SMMJ 00471,Syriac,"1,972 CE",['pages 1-237 Prayers for rogation of the Ninevites']
1985,SMMJ 00472,Syriac,"1,985 CE",['pages 1-283 Common prayers of the week [Šḥīmō]']
1986,SMMJ 00473,Syriac,"1,986 CE",['pages 1-405 Psalter']
1987,SMMJ 00474,Syriac,"1,900 CE",['pages 1-184 Prayer book for monks']
1988,SMMJ 00475,"Garshuni, Kurdish, Syriac","2,012 CE","['Memre and hymns\nIncludes memre and hymns by Jacob of Serugh, Jacob ʿUrdansaya, Ignatius Marcus bar Qīqī, Ḥananyō Akhsnōyō, Shemʿūn II Mafrian of Ṭur ʻAbdin, and Ephrem of Nisibis; historical homilies by Ishaʿya of Beth Sbirina on incursion of the Turks into Mesopotamia and on Tamerlane, pages 54-72', 'Includes memre and hymns by Jacob of Serugh, Jacob ʿUrdansaya, Ignatius Marcus bar Qīqī, Ḥananyō Akhsnōyō, Shemʿūn II Mafrian of Ṭur ʻAbdin, and Ephrem of Nisibis; historical homilies by Ishaʿya of Beth Sbirina on incursion of the Turks into Mesopotamia and on Tamerlane, pages 54-72']"
1989,SMMJ 00476,Garshuni,"1,866 CE","['pages 1-493 Evangelion (Syriac Rite, Western)']"
1990,SMMJ 124,Syriac,900 CE,"['Pages 1-11 Selections from philosophers', 'Pages 11-13 Paul, the Persian (6th century), Letter to Demetrius', 'Pages 13-50\xa0Explanation of difficult words in the writings of Dionysius, Bishop of Athens', 'Pages 51-63 Story of Severus of Antioch', ""Pages 63-106 Commentary on Severus of Antioch's treatise against the impious grammarian""]"
1991,SMMJ 132,"Garshuni, Syriac","1,850 CE","['fol. 2v-106r Dionysius bar\xa0Ṣalibi, Commentary on the liturgy (Garshuni)', 'fol. 106v-109r Homily on receiving the Eucharist\xa0(Garshuni)', ""fol. 109v-120r On the Lord's Prayer\xa0(Garshuni)"", 'fol. 120v-187v Five Homilies\xa0(Garshuni)', 'fol. 188r-192r Parable of the apple\xa0(Garshuni)', 'fol. 192v David the Phoenician (Dawid Puniqoyo), On Biblical Chronology (Syriac)']"
1992,SMMJ 190,Garshuni,"1,800 CE","['fol. 1r-141v Elijah of Nisibis, Dissipation of sorrow']"
1993,SOAA 00250,Syriac,"1,598 CE",['Chronicle of Michael the Syrian']
1994,SOCTM 00008,Garshuni,"1,866 CE","['Lectionary, Old Testament (Syriac Rite, Western)']"
1995,St. James 1. Evangelion,"Arabic, Syriac","1,591 CE",['Gospel (Bilingual Arabic-Syriac)']
1996,STC 1(44),Garshuni,"1,900 CE","['The Old and New Testament (liturgical texts), Part one']"
1997,STC 10(63),Garshuni,"1,871 CE","['The divided Bible throughout the year, Part two']"
1998,STC 100,Arabic,Unknown,['Psalms']
1999,STC 101,"Garshuni, Syriac",Unknown,['Psalms']
2000,STC 102,Garshuni,Unknown,['Miracles of the Virgin Mary (?)']
2001,STC 103,Garshuni,"1,709 CE",['Instructions']
2002,STC 104,Garshuni,"1,858 CE","['Mar-Malka, Meditations on the Passion of Christ']"
2003,STC 105,Garshuni,Unknown,"['Al-Ajromia, Introduction on the principles of Arabic language (the perfect answers in Grammatical sources)']"
2004,STC 106,Syriac,Unknown,['Beth Gazzō']
2005,STC 107,Syriac,"1,895 CE","['Moshe bar Kepha, Guide to the Mass', 'Rite of Baptism']"
2006,STC 108,Arabic,Unknown,"['Life history of Patriarch Antoon Semhery and Bishop, Issa Mahfoodh']"
2007,STC 109,Arabic,Unknown,"[""David's Psalms""]"
2008,STC 11(12),Garshuni,"1,500 CE",['The divided Bible throughout the year']
2009,STC 110,Arabic,Unknown,['Ecclesiastical and Apostolic rules']
2010,STC 111,Syriac,Unknown,['The Holy Office']
2011,STC 112,Syriac,"1,821 CE",['Office of feasts and some saints throughout the year']
2012,STC 113,Garshuni,"1,931 CE",['Husayat of the Lent and the Holy Week (Followed by Husayat of Feasts and. . .for March)']
2013,STC 114,Garshuni,Unknown,['The Gospel according to the Syriac liturgical year cycle']
2014,STC 115,"Garshuni, Syriac","1,849 CE",['Office of the dead and varied consolations']
2015,STC 116,"Garshuni, Syriac",Unknown,['Draft for different invocations and prayers']
2016,STC 117,Syriac,"1,689 CE","['Praises for the Virgin Mary, invocations and book of requiem according to the Syrian\xa0Rite']"
2017,STC 118,"Garshuni, Syriac","1,845 CE","['Book of requiem, texts, and consolations']"
2018,STC 119,Garshuni,Unknown,"[""Draft of prayers and Adam's story""]"
2019,STC 12(14),Garshuni,"1,787 CE",['The divided Bible throughout the year (355 parts)']
2020,STC 120,Garshuni,"1,890 CE",['Book of Catechism']
2021,STC 121,Arabic,"1,721 CE",['Discovery of the treasure of Mysteries']
2022,STC 122,Garshuni,Unknown,['Calendar']
2023,STC 13(17),Garshuni,"1,800 CE",['The divided Bible throughout the year (349 parts)']
2024,STC 14(20),Syriac,"1,200 CE",['The divided Bible throughout the year']
2025,STC 15(23),Syriac,"1,600 CE",['The divided Bible throughout the year']
2026,STC 16(41),Syriac,"1,014 CE",['Syriac Masora']
2027,STC 17(58),"Garshuni, Syriac","1,911 CE","['Baptism, al-ikleel and different prayers']"
2028,STC 18(60),Syriac,"1,905 CE",['Baptism and Al-ikleel']
2029,STC 19(70),Syriac,"1,800 CE",['Beth Gazzo (book of Syriac melodies)']
2030,STC 2(54),Garshuni,"1,934 CE","['The Old and New Testament (liturgical texts), Part two']"
2031,STC 20(9),Garshuni,"1,760 CE",['Al-Husayat (for Al-bayadh week and corpus-Christi day)']
2032,STC 21(13),Garshuni,"1,760 CE",['Al Husayat - From the new Sunday to the time after the renewal of the Church']
2033,STC 22(15),Syriac,"1,826 CE",['Al-Husayat (Lent - Ascension)']
2034,STC 23(22),Syriac,"1,713 CE",['Al-Husayat (Rites of Lent and baptisms); Rite of Palm Sunday']
2035,STC 24(22),Syriac,"1,400 CE",['Al-Husayat (throughout the year are 14-309)']
2036,STC 25(52),Garshuni,"1,900 CE",['Al-Husayat (Holy Week)']
2037,STC 26(53),Garshuni,"1,912 CE",['Al-Husayat (the Lent/forty martyrs/Annunciation/Mar-Yousif/Alnaheera/Prostration of the Cross/burying of the Cross)']
2038,STC 27(61),Syriac,"1,753 CE","['Al-Husayat (one of the fathers/themonk/the martyr/ Mar-Georgis/Yohana son of Al-najareen/Maryam, the keeper of ears/gold Friday/the Apostles/ Mar-Thomas the Apostle/Mar-Kyriakos/Mar-Sergius and Bacchus/Shmony/Mar-Zena/Jacob Al-Mukata/Barbara/and the Baptism)']"
2039,STC 28(66),Garshuni,"1,842 CE",['Al-Husayat (Shmony/entrance\xa0into the temple/Fast of Ninevah/Fridays for priests and stranger deceased/Palm Sunday/Ascension/Whit Sunday/Friday of gold/Peter and Paul/Transfiguration/Assumption/the Cross/Mar-Matti)']
2040,STC 29(55),"Garshuni, Syriac","1,886 CE",['The Burying']
2041,STC 3(68),Garshuni,"1,800 CE","['The Old and New Testament (liturgical texts throughout the year), Part one']"
2042,STC 30(72),"Garshuni, Syriac","1,792 CE",['The Burying']
2043,STC 31(33),Syriac,"1,200 CE",['Burying of the Bishops and deacons']
2044,STC 32(64),"Garshuni, Syriac","1,800 CE",['Burying of priests']
2045,STC 33(10),"Garshuni, Syriac","1,700 CE",['Rite of Al-Jinnaz (funeral) for priests and deacons; Fankeeth – Prayer of drought']
2046,STC 34(73),"Garshuni, Syriac","1,800 CE","['The Burying of babies, Rite of the candlestick']"
2047,STC 35(26),"Garshuni, Syriac","1,800 CE",['Book of Liturgies (ܡܥܕܥܕܢܐ)']
2048,STC 36(1),Syriac,"1,801 CE","['Baptism (cf. mss no. 17, 18, 65); Fenqitho, part one of the Holy Week']"
2049,STC 37(2),Syriac,"1,801 CE","['Fenqitho, Second part of the Holy Week']"
2050,STC 38(3),Syriac,"1,821 CE","['Fenqitho, The twenty four Rites of Summer']"
2051,STC 39(4),Syriac,"1,700 CE","['Fenqitho (Rites of feasts of Lord/Congratulation of Virgin Mary/The circumcision of the Lord/entrance of the Lord into the temple/Week of circumcision or Fast of Nineveh/Friday of priests/Friday of strangers/Friday of the deceased/Ascension/Whit Sunday/Transfiguration/Assumption/Maryam, the keeper of the vineyards/and how they found the cross)']"
2052,STC 4(57),Garshuni,"1,868 CE","['The Old and New Testament (liturgical texts throughout the year), Part two']"
2053,STC 40(5),Syriac,"1,799 CE",['Fenqitho; First part of the Rite of the Lent according to the Eastern Tradition']
2054,STC 41(7),Syriac,"1,801 CE","['Fenqitho; Second part of the Lent within the two Rites, the forty Martyrs and Palm day']"
2055,STC 42(8),Syriac,"1,806 CE",['Fenqitho; Rite of Easter according to the Easter Tradition with eight Kenat for Summer']
2056,STC 43(11),Syriac,"1,766 CE","['Fenqitho; Week of the rest, i.e. Al-bayadh with the eight Kenat of Summer']"
2057,STC 44(16),Syriac,"1,819 CE","['Fenqitho; Eight Kenat, the Baptized and the Rite of Mar-Matti']"
2058,STC 45(18),Syriac,"1,500 CE",['Fenqitho; Renewal of the Church - the circumcision feast']
2059,STC 46(19),Syriac,"1,200 CE","[""Fenqitho; The winter first part, according to the new Eastern Tradition including renewal of the Church/Mar-Stephen's\xa0Feast""]"
2060,STC 47(21),Syriac,"1,891 CE",['Fenqitho; first part of the Lent']
2061,STC 48(24),Syriac,"1,600 CE",['Fenqitho']
2062,STC 49(25),"Garshuni, Syriac","1,739 CE",['Fenqitho; Fenqitho of winter/renewal of the Church (seven Rites)/Annunciation of Zechariah/Sunday before Christmas/Christmas/Congratulation of Virgin Mary/Slaying the children/Stephen']
2063,STC 5(48),Syriac,"1,862 CE","['Psalms, Immaculate Conception']"
2064,STC 50(30),Syriac,"1,809 CE",['Fenqitho']
2065,STC 51(32),Syriac,"1,579 CE",['Fenqitho: Holy Week']
2066,STC 52(36),Syriac,"1,500 CE",['Fenqitho: Second part of the Lent']
2067,STC 53(38),Syriac,"1,607 CE",['Fenqitho: Rites of Baptism']
2068,STC 54(39),Syriac,"1,500 CE","['Fenqitho: Rites of Mar-Kyriakos, Gewargis, and Thomas']"
2069,STC 55(42),Syriac,"1,200 CE",['Fenqitho; Epiphany/Baptisms/John the Baptism/Stephen/the Offer to the temple']
2070,STC 56(43),Syriac,"1,254 CE","['Fenqitho; The entry of Christ into the temple/Week of circumcision i.e. (the Lent of Nineveh)/Fridays of priests, deceased, and the stranger’s death']"
2071,STC 57(45),Syriac,"1,601 CE","['Fenqitho; Ascension/Whit Sunday/Transfiguration/the requiem of Virgin Mary/Finding of the Cross/The Lady, the keeper of vineyards/The entry of Christ into the temple/The eight Rites of Annunciation']"
2072,STC 58(49),"Garshuni, Syriac","1,781 CE","['Fenqitho; Mar-Jerjees/Mar-Kyriakos/Mar-Thomas the Apostle/Peter and Paul/Transfiguration/The Lady, the keeper of ears/The requiem of Virgin Mary/Christmas of Virgin Mary/Friday of the gold/The first Church had been established with in the name Mary/Mar-Yousif/Corpus Christi day/Al-Husayat for Corpus Christi day']"
2073,STC 59(50),Syriac,"1,618 CE",['Fenqitho: Christmas of Virgin Mary/Mar-Matti/Mar-Behnam/The rest week']
2074,STC 6(35),"Garshuni, Syriac","1,701 CE","['The New Testament (liturgical texts throughout the year, 184 texts)']"
2075,STC 60(51),"Garshuni, Syriac","1,821 CE","['Fenqitho: Rite of the Resurrection according to the Eastern Tradition, Benedition of water on Epiphany day']"
2076,STC 61(65),Syriac,"1,800 CE",['Fenqitho: the eight Kinat of Annunciation']
2077,STC 62(67),Syriac,"1,781 CE","['Principal Work: Fenqitho; Mar-Georgis/Mar-Kyriakos/Mar-Thomas the Apostle/Peter and Paul/Transfiguration/Virgin Mary, the keeper of the ears/The requiem of Virgin Mary/Christmas of Virgin Mary/Friday of the gold/Mar-Yousif/Corpus day (repeated)/Husayat of Corpus day']"
2078,STC 63(47),"Garshuni, Syriac","1,700 CE","['Al-nawapheer\nAnaphora of St. James, bishop of Jerusalem, brother of John\nAnaphora of St. Peter\nAnaphora of the Twelve Apostles\nAnaphora of St. Matthew the Shepherd\nAnaphora of Xystus of Rome\nAnaphora of John of Harran (who is Jacob of the monastery of Hannanya)\nAnaphora of Dionysius bar Ṣalibi\nAnaphora of John Patriarch of Shushan\nAnother\xa0Anaphora of John Patriarch of Shushan\nA Compiled Anaphora', 'Anaphora of St. James, bishop of Jerusalem, brother of John', 'Anaphora of St. Peter', 'Anaphora of the Twelve Apostles', 'Anaphora of St. Matthew the Shepherd', 'Anaphora of Xystus of Rome', 'Anaphora of John of Harran (who is Jacob of the monastery of Hannanya)', 'Anaphora of Dionysius bar Ṣalibi', 'Anaphora of John Patriarch of Shushan', 'Another\xa0Anaphora of John Patriarch of Shushan', 'A Compiled Anaphora']"
2079,STC 64(59),"Garshuni, Syriac","1,926 CE","['Al-nawapheer\nAnaphora of St. James, the brother of our Lord\nAnaphora of St. John the Evangelist\nAnaphora of the Twelve Apostles\nAnaphora of St. Mark the Evangelist\nAnaphora of Eustathius of Antioch\nAnaphora of St. Basil of Caesarea\nAnaphora of Cyril of Jerusalem', 'Anaphora of St. James, the brother of our Lord', 'Anaphora of St. John the Evangelist', 'Anaphora of the Twelve Apostles', 'Anaphora of St. Mark the Evangelist', 'Anaphora of Eustathius of Antioch', 'Anaphora of St. Basil of Caesarea', 'Anaphora of Cyril of Jerusalem']"
2080,STC 65(74),"Garshuni, Syriac","1,823 CE","['Al-nawapheer\nAnaphora of St. James, the Brother of our Lord\nAnaphora of John the Evangelist\nShorter Anaphora of Simon Peter\nAnaphora of Dionysius bar Ṣalibi\nAnaphora of John Chrysostom\nAnaphora of Xystus of Rome\nAnaphora of Abraham\nAnaphora of John Patriarch of Barshushan\nAnaphora of Matthew the Shepherd\nAnaphora of Philoxenus of Baghdad\nAnaphora of Eustathius of Antioch\nAnaphora of Marutha of Tagrit', 'Anaphora of St. James, the Brother of our Lord', 'Anaphora of John the Evangelist', 'Shorter Anaphora of Simon Peter', 'Anaphora of Dionysius bar Ṣalibi', 'Anaphora of John Chrysostom', 'Anaphora of Xystus of Rome', 'Anaphora of Abraham', 'Anaphora of John Patriarch of Barshushan', 'Anaphora of Matthew the Shepherd', 'Anaphora of Philoxenus of Baghdad', 'Anaphora of Eustathius of Antioch', 'Anaphora of Marutha of Tagrit', 'Rite of Baptism', 'Al-Sahrana', 'Benediction of the Icons and Crosses']"
2081,STC 66(75),"Garshuni, Syriac","1,783 CE","['Al-nawapheer and the Prayers\nAnaphora of St.\xa0James\nShort anaphora of St. James\nAnaphora of the Patriarch\nAnaphora of the Twelve Apostles\nAnaphora of St. John the Evangelist\nAnaphora of St. Mark\nCollected Anaphora\nAnaphora of Marutha of Tagrit\nAnaphora of John of Harran\nAnaphora of Philoxenus of Mabbug', 'Anaphora of St.\xa0James', 'Short anaphora of St. James', 'Anaphora of the Patriarch', 'Anaphora of the Twelve Apostles', 'Anaphora of St. John the Evangelist', 'Anaphora of St. Mark', 'Collected Anaphora', 'Anaphora of Marutha of Tagrit', 'Anaphora of John of Harran', 'Anaphora of Philoxenus of Mabbug']"
2082,STC 67(46),Garshuni,"1,856 CE",['Horn of Heaven']
2083,STC 68(71),"Arabic, Garshuni","1,600 CE",['Horn of heaven (book)']
2084,STC 69(69),Garshuni,"1,723 CE","['Alphonc Rodrekous al-Yasohy, Practice the Christian Perfection']"
2085,STC 7(56),Garshuni,"1,889 CE",['The Bible (throughout the year)']
2086,STC 70(34),Syriac,"1,600 CE","['Mar-Athanasio, bishop of Jehan (known as Abo-Kalib), The Book of Monkhood']"
2087,STC 71(28),Garshuni,"1,700 CE","['John Chrysostom, 87 Homilies']"
